ds,6.5.2-SNAPSHOT,snapshot
openam,6.5.2-SNAPSHOT,snapshot
amster,6.5.2-SNAPSHOT,snapshot
openig,6.5.1--SNAPSHOT,snapshot
openidm,6.5.1-SNAPSHOT,snapshot
